Age,Country,EdLevel,MainBranch,Employment,ConvertedCompYearly
Under 18 years old,Denmark,Primary/elementary school,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, part-time",17280.0
25-34 years old,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, part-time",73036.0
18-24 years old,United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",I am a developer by profession,"Employed, full-time",46497.0
35-44 years old,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",
65 years or older,Monaco,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","I am not primarily a developer, but I write code sometimes as part of my work/studies","Independent contractor, freelancer, or self-employed",
45-54 years old,Luxembourg,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time",
35-44 years old,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",60684.0
35-44 years old,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",
18-24 years old,India,"Associate degree (A.A., A.S., etc.)","I am not primarily a developer, but I write code sometimes as part of my work/studies","Student, full-time;Independent contractor, freelancer, or self-employed",
25-34 years old,Germany,"Associate degree (A.A., A.S., etc.)",I am a developer by profession,"Employed, full-time",77332.0
45-54 years old,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",96666.0
25-34 years old,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",
55-64 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",132000.0
35-44 years old,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",5595.0
55-64 years old,Argentina,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",I am a developer by profession,"Employed, full-time",
25-34 years old,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",3000.0
55-64 years old,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",
25-34 years old,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Independent contractor, freelancer, or self-employed",
45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",
25-34 years old,Serbia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",25777.0
18-24 years old,Brazil,Some college/university study without earning a degree,I am a developer by profession,"Employed, full-time;Student, part-time",
25-34 years old,United States of America,"Associate degree (A.A., A.S., etc.)",I am a developer by profession,"Employed, full-time",72000.0
18-24 years old,Poland,Some college/university study without earning a degree,I am a developer by profession,"Student, full-time;Employed, part-time",23757.0
18-24 years old,Germany,Some college/university study without earning a degree,I am a developer by profession,"Employed, full-time;Student, full-time",26852.0
25-34 years old,Singapore,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",82802.0
65 years or older,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",145000.0
25-34 years old,Egypt,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",
45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",103184.0
18-24 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",165000.0
35-44 years old,China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time",
25-34 years old,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",46614.0
18-24 years old,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Independent contractor, freelancer, or self-employed;Student, part-time;Employed, part-time",51555.0
25-34 years old,Iceland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time",160000.0
18-24 years old,India,Some college/university study without earning a degree,I code primarily as a hobby,"Student, full-time;Not employed, but looking for work;Independent contractor, freelancer, or self-employed",
Under 18 years old,Poland,Primary/elementary school,I code primarily as a hobby,"Student, full-time;Independent contractor, freelancer, or self-employed",
18-24 years old,France,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","I am not primarily a developer, but I write code sometimes as part of my work/studies","Student, full-time;Independent contractor, freelancer, or self-employed",
35-44 years old,Germany,Some college/university study without earning a degree,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time",91295.0
25-34 years old,Sri Lanka,Some college/university study without earning a degree,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",3951.0
25-34 years old,Finland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",
45-54 years old,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","I am not primarily a developer, but I write code sometimes as part of my work/studies","Independent contractor, freelancer, or self-employed",
18-24 years old,China,Some college/university study without earning a degree,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Student, full-time;Employed, part-time",
25-34 years old,Montenegro,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",I am a developer by profession,"Employed, full-time",
45-54 years old,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Independent contractor, freelancer, or self-employed",268515.0
25-34 years old,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",21616.0
25-34 years old,Russian Federation,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time",15000.0
45-54 years old,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time",
35-44 years old,Slovakia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","I used to be a developer by profession, but no longer am","Employed, full-time",
25-34 years old,Italy,Something else,I am a developer by profession,"Employed, full-time",27926.0
35-44 years old,Philippines,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",
25-34 years old,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",13987.0
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",110827.0
25-34 years old,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",1407.0
25-34 years old,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",I am a developer by profession,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed",
25-34 years old,United States of America,Some college/university study without earning a degree,I am a developer by profession,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed",
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",
25-34 years old,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",I am a developer by profession,"Employed, full-time",53703.0
35-44 years old,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",102036.0
25-34 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",
35-44 years old,Bangladesh,Some college/university study without earning a degree,I am a developer by profession,"Employed, full-time",12237.0
35-44 years old,Bulgaria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",65907.0
35-44 years old,Portugal,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",53703.0
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",80601.0
45-54 years old,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",
55-64 years old,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",
25-34 years old,Indonesia,Some college/university study without earning a degree,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Independent contractor, freelancer, or self-employed",21466.0
25-34 years old,Canada,Some college/university study without earning a degree,I am a developer by profession,"Employed, full-time",72693.0
25-34 years old,Spain,Some college/university study without earning a degree,I am a developer by profession,"Employed, full-time",4296.0
35-44 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",179000.0
18-24 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",150000.0
Under 18 years old,Slovakia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",I code primarily as a hobby,"Student, full-time;Independent contractor, freelancer, or self-employed",
25-34 years old,Argentina,"Associate degree (A.A., A.S., etc.)",I am a developer by profession,"Independent contractor, freelancer, or self-employed",
35-44 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",I am a developer by profession,"Employed, full-time",85925.0
25-34 years old,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Student, full-time;Employed, part-time",
18-24 years old,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",25777.0
25-34 years old,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",64444.0
